auction_id;item_id;seller_login;seller_role;current_highest_bid;auction_status;winner_login;winner_role
821;1646;jolly-human;Seller;3112;Closed;assured-estimate;Buyer
822;1566;abandoned-negotiation;Seller;6011;Closed;unfortunate-step;Buyer
823;2164;affectionate-passenger;Seller;5645;Closed;aromatic-force;Buyer
824;2843;robust-charity;Seller;2017;Closed;spherical-spray;Buyer
825;5931;linear-candle;Seller;3389;Closed;worst-guidance;Buyer
826;4083;lighthearted-remote;Seller;6090;Closed;yellow-block;Buyer
827;5598;extraneous-stick;Seller;551;Closed;complete-chain;Buyer
828;930;false-news;Seller;3524;Active;;
829;4151;fair-buddy;Seller;1486;Active;;
830;1080;paltry-surgery;Seller;4421;Active;;
831;1653;jolly-human;Seller;2488;Closed;wicked-care;Buyer
832;1968;linear-candle;Seller;7599;Closed;rusty-knowledge;Buyer
833;3750;phony-idea;Seller;490;Closed;imaginary-money;Buyer
834;5409;past-touch;Seller;3604;Closed;utilized-lady;Buyer
835;4919;delicious-criticism;Seller;2082;Closed;disfigured-roll;Buyer
836;4750;itchy-angle;Seller;4133;Closed;self-reliant-counter;Buyer
837;1950;punctual-swimming;Seller;2857;Closed;rowdy-debate;Buyer
838;681;judicious-turn;Seller;2174;Closed;sorrowful-comfortable;Buyer
839;2616;shocked-specialist;Seller;220;Active;;
840;1099;threadbare-character;Seller;1412;Active;;
841;3531;pointless-guess;Seller;3127;Active;;
842;2702;enraged-give;Seller;1736;Closed;equatorial-welcome;Buyer
843;56;incompatible-monitor;Seller;1450;Closed;honest-horror;Buyer
844;4250;canine-coat;Seller;964;Closed;jam-packed-character;Buyer
845;591;ripe-patience;Seller;3951;Closed;helpful-noise;Buyer
846;2263;impressive-forever;Seller;3354;Closed;good-pain;Buyer
847;5055;handsome-city;Seller;1224;Closed;misguided-nobody;Buyer
848;446;doting-bell;Seller;3161;Active;;
849;1714;envious-initiative;Seller;4230;Closed;unhappy-heat;Buyer
850;2150;energetic-shot;Seller;3912;Closed;amused-resource;Buyer
851;2535;lighthearted-remote;Seller;3614;Closed;elastic-meat;Buyer
852;486;grimy-catch;Seller;4332;Closed;appropriate-difficulty;Buyer
853;5642;milky-penalty;Seller;4463;Closed;neat-respect;Buyer
854;3698;impressionable-bedroom;Seller;3763;Closed;sore-drawing;Buyer
855;5782;multicolored-performance;Seller;3580;Active;;
856;5885;pitiful-dream;Seller;2811;Closed;substantial-dish;Buyer
857;5026;icky-hearing;Seller;1323;Closed;unhappy-heat;Buyer
858;785;unrealistic-item;Seller;4498;Closed;gregarious-balance;Buyer
859;4142;sick-quarter;Seller;3539;Closed;outrageous-gold;Buyer
860;260;whole-initial;Seller;3029;Closed;spry-swim;Buyer
861;3249;angelic-thought;Seller;1768;Active;;
862;902;striped-job;Seller;4021;Closed;striking-private;Buyer
863;1404;pointless-guess;Seller;3331;Closed;good-inflation;Buyer
864;3273;this-priority;Seller;3430;Closed;utilized-lady;Buyer
865;1338;fine-suck;Seller;2953;Closed;good-pain;Buyer
866;2477;punctual-swimming;Seller;3047;Closed;tremendous-budget;Buyer
867;3255;necessary-national;Seller;1888;Closed;vivacious-piano;Buyer
868;5750;coordinated-opposite;Seller;3192;Closed;serene-character;Buyer
869;1142;interesting-primary;Seller;3933;Closed;major-way;Buyer
870;2554;modest-tale;Seller;5140;Closed;yellow-block;Buyer
871;5394;jaded-car;Seller;1912;Active;;
872;606;phony-idea;Seller;3350;Active;;
873;5757;enraged-give;Seller;3177;Active;;
874;631;upset-temperature;Seller;3292;Closed;rowdy-debate;Buyer
875;5344;impressive-forever;Seller;2631;Closed;quintessential-pace;Buyer
876;367;coordinated-opposite;Seller;4048;Closed;quirky-heavy;Buyer
877;3014;dopey-nobody;Seller;2323;Active;;
878;3840;complex-dog;Seller;1776;Closed;lonely-reference;Buyer
879;353;big-hearted-king;Seller;2731;Closed;glass-rush;Buyer
880;1600;weekly-percentage;Seller;2266;Closed;organic-doctor;Buyer
881;2770;this-priority;Seller;2125;Closed;blaring-parking;Buyer
882;4523;sweet-pass;Seller;3740;Closed;unhappy-politics;Buyer
883;5423;paltry-surgery;Seller;2820;Closed;vibrant-song;Buyer
884;3756;unnatural-book;Seller;1282;Closed;amazing-letter;Buyer
885;124;gracious-nation;Seller;2279;Closed;puzzled-movie;Buyer
886;5510;deafening-copy;Seller;2225;Closed;vigilant-company;Buyer
887;1195;silent-access;Seller;2047;Active;;
888;3173;mindless-button;Seller;1800;Closed;elementary-intention;Buyer
889;3591;striking-wedding;Seller;2420;Closed;livid-transition;Buyer
890;2729;multicolored-performance;Seller;2155;Closed;melodic-bend;Buyer
891;686;rash-board;Seller;3413;Closed;ancient-relative;Buyer
892;4736;ultimate-coach;Seller;2847;Closed;complicated-substance;Buyer
893;5934;mean-politics;Seller;1943;Closed;great-web;Buyer
894;5774;unrealistic-item;Seller;966;Closed;aching-confidence;Buyer
895;2982;light-lie;Seller;2428;Closed;acrobatic-attention;Buyer
896;1051;partial-telephone;Seller;3088;Closed;impressive-evening;Buyer
897;2714;weighty-shame;Seller;3399;Closed;bubbly-convert;Buyer
898;1162;that-vehicle;Seller;2093;Closed;bewitched-use;Buyer
899;4664;bare-round;Seller;3615;Closed;careless-energy;Buyer
900;842;dopey-nobody;Seller;4441;Closed;glamorous-enthusiasm;Buyer
901;2075;big-hearted-king;Seller;1617;Closed;gruesome-guarantee;Buyer
902;121;leafy-distribution;Seller;3711;Closed;rosy-capital;Buyer
903;4299;impossible-match;Seller;2214;Active;;
904;1339;silver-steal;Seller;4258;Closed;opulent-pension;Buyer
905;2764;sick-quarter;Seller;2053;Active;;
906;5786;giving-teacher;Seller;3159;Closed;cuddly-war;Buyer
907;4969;periodic-summer;Seller;3161;Closed;unhealthy-upper;Buyer
908;2590;handsome-city;Seller;1523;Closed;clumsy-training;Buyer
909;2921;grimy-catch;Seller;2828;Active;;
910;2936;interesting-primary;Seller;1547;Closed;old-fashioned-lock;Buyer
911;5866;similar-ice;Seller;2167;Closed;appropriate-difficulty;Buyer
912;1271;phony-idea;Seller;2406;Closed;hopeful-sink;Buyer
913;4614;sick-quarter;Seller;3626;Closed;esteemed-teacher;Buyer
914;2531;enraged-give;Seller;3534;Active;;
915;3710;cuddly-muscle;Seller;4440;Closed;scratchy-lift;Buyer
916;3935;hard-profit;Seller;3505;Closed;vigilant-company;Buyer
917;559;ripe-patience;Seller;3749;Active;;
918;2065;affectionate-passenger;Seller;7490;Closed;meager-math;Buyer
919;3709;paltry-surgery;Seller;1638;Active;;
920;5471;ruddy-tie;Seller;3988;Closed;French-pack;Buyer
921;4488;punctual-swimming;Seller;498;Active;;
922;3031;mysterious-court;Seller;3680;Active;;
923;4330;affectionate-passenger;Seller;3573;Closed;likely-adult;Buyer
924;1396;costly-tackle;Seller;3385;Closed;naughty-still;Buyer
925;4202;robust-charity;Seller;2667;Closed;everlasting-classroom;Buyer
926;5505;regal-a;Seller;1352;Closed;wasteful-man;Buyer
927;1189;gracious-nation;Seller;5475;Closed;minor-poem;Buyer
928;242;ripe-patience;Seller;430;Active;;
929;2988;harmless-agreement;Seller;4475;Closed;motherly-heavy;Buyer
930;337;favorite-movie;Seller;2513;Closed;tangible-alarm;Buyer
931;4242;anguished-order;Seller;4742;Closed;tangible-spare;Buyer
932;5144;constant-university;Seller;2972;Closed;extra-small-routine;Buyer
933;3844;whole-initial;Seller;3043;Closed;self-reliant-champion;Buyer
934;484;meager-shopping;Seller;3145;Closed;early-highlight;Buyer
935;5442;regal-a;Seller;1740;Active;;
936;2604;absolute-craft;Seller;3513;Closed;glamorous-enthusiasm;Buyer
937;2649;energetic-shot;Seller;3367;Closed;prestigious-speaker;Buyer
938;2652;feminine-writing;Seller;2452;Closed;acclaimed-resolution;Buyer
939;43;spotless-charge;Seller;2539;Closed;self-reliant-produce;Buyer
940;5271;deafening-copy;Seller;1900;Closed;unfortunate-comment;Buyer
941;5215;fluffy-pizza;Seller;3832;Closed;squeaky-analysis;Buyer
942;652;deafening-copy;Seller;1329;Closed;troubled-throat;Buyer
943;5501;muffled-pause;Seller;3899;Active;;
944;1538;kindhearted-young;Seller;4397;Closed;weekly-snow;Buyer
945;2566;gracious-nation;Seller;2796;Closed;abandoned-experience;Buyer
946;3599;demanding-farmer;Seller;2217;Active;;
947;506;shocked-specialist;Seller;1527;Closed;ruddy-local;Buyer
948;3897;fluffy-pizza;Seller;5085;Closed;elementary-intention;Buyer
949;3720;past-touch;Seller;1238;Closed;hospitable-republic;Buyer
950;4534;leafy-distribution;Seller;3841;Closed;mushy-thing;Buyer
951;5933;unrealistic-item;Seller;1873;Closed;generous-human;Buyer
952;3418;canine-coat;Seller;1571;Closed;complicated-substance;Buyer
953;3730;spotless-charge;Seller;1776;Closed;sociable-local;Buyer
954;5268;upset-permission;Seller;3664;Active;;
955;4896;linear-candle;Seller;4850;Closed;honest-permission;Buyer
956;4170;loathsome-soft;Seller;4485;Closed;gifted-resort;Buyer
957;3749;kooky-mail;Seller;1760;Closed;portly-local;Buyer
958;2529;loyal-apple;Seller;2471;Active;;
959;5576;tempting-education;Seller;2458;Active;;
960;2392;mean-politics;Seller;2400;Active;;
961;3047;delicious-criticism;Seller;1073;Closed;previous-context;Buyer
962;5864;paltry-surgery;Seller;2320;Closed;complicated-award;Buyer
963;3128;phony-idea;Seller;4503;Closed;wasteful-man;Buyer
964;532;feminine-writing;Seller;1739;Closed;outrageous-class;Buyer
965;1999;rash-board;Seller;5047;Closed;grotesque-clothes;Buyer
966;2368;weekly-percentage;Seller;3848;Active;;
967;1563;jaded-car;Seller;2566;Closed;unhappy-heat;Buyer
968;932;unnatural-book;Seller;1800;Closed;bouncy-championship;Buyer
969;1246;anguished-order;Seller;1169;Active;;
970;3461;bare-round;Seller;3943;Closed;flawed-repair;Buyer
971;2277;pointless-guess;Seller;2517;Closed;wobbly-conflict;Buyer
972;2547;paltry-surgery;Seller;5022;Closed;imperturbable-paper;Buyer
973;3536;melodic-chocolate;Seller;4518;Closed;humiliating-stop;Buyer
974;910;similar-ice;Seller;2349;Closed;inferior-employment;Buyer
975;4447;yearly-society;Seller;1412;Active;;
976;2326;questionable-sympathy;Seller;3233;Closed;unruly-restaurant;Buyer
977;1159;expensive-funeral;Seller;3651;Closed;mediocre-pay;Buyer
978;108;false-news;Seller;5574;Closed;marvelous-way;Buyer
979;5540;deafening-copy;Seller;1497;Closed;sleepy-career;Buyer
980;5175;light-good;Seller;2884;Closed;mean-spread;Buyer
981;2635;starry-passion;Seller;1798;Closed;rusty-test;Buyer
982;3883;kindhearted-young;Seller;3471;Closed;roasted-common;Buyer
983;1154;constant-university;Seller;1862;Closed;sophisticated-thing;Buyer
984;1521;steel-clue;Seller;2681;Closed;limp-dress;Buyer
985;3095;lighthearted-remote;Seller;3648;Closed;unequaled-release;Buyer
986;5105;kooky-mail;Seller;3032;Closed;extra-large-feature;Buyer
987;5228;deafening-copy;Seller;1612;Closed;quintessential-role;Buyer
988;3842;ruddy-tie;Seller;1078;Closed;low-dealer;Buyer
989;3587;aromatic-pound;Seller;3078;Closed;helpful-story;Buyer
990;3980;threadbare-character;Seller;2777;Active;;
991;1133;muffled-pause;Seller;3296;Closed;quick-land;Buyer
992;5255;striking-wedding;Seller;1467;Closed;distant-adult;Buyer
993;5657;kooky-mail;Seller;2853;Closed;euphoric-hand;Buyer
994;1742;modest-tale;Seller;2877;Active;;
995;2046;grimy-catch;Seller;2285;Closed;spherical-yesterday;Buyer
996;5479;demanding-farmer;Seller;3932;Closed;wobbly-conflict;Buyer
997;5118;unfit-fault;Seller;4540;Closed;leafy-poet;Buyer
998;696;scented-witness;Seller;1409;Closed;tall-ticket;Buyer
999;3830;harmless-agreement;Seller;4489;Closed;cute-appearance;Buyer
1000;5316;subdued-air;Seller;2820;Closed;earnest-specialist;Buyer
1001;5499;striped-job;Seller;1527;Active;;
1002;48;paltry-surgery;Seller;1458;Closed;serious-hate;Buyer
1003;3947;giving-teacher;Seller;3032;Closed;sturdy-climate;Buyer
1004;4710;mindless-button;Seller;1480;Closed;exalted-spread;Buyer
1005;2070;wicked-drama;Seller;2938;Closed;bony-politics;Buyer
1006;4591;expensive-funeral;Seller;1575;Active;;
1007;455;every-discipline;Seller;3099;Closed;burdensome-fortune;Buyer
1008;2593;demanding-farmer;Seller;2985;Closed;honest-permission;Buyer
1009;961;deadly-father;Seller;2164;Closed;rotating-gap;Buyer
1010;4546;mysterious-court;Seller;2063;Active;;
1011;5387;incompatible-monitor;Seller;1653;Closed;failing-stretch;Buyer
1012;4201;pitiful-dream;Seller;1919;Closed;marvelous-way;Buyer
1013;1017;kooky-mail;Seller;1554;Closed;glorious-loss;Buyer
1014;622;affectionate-passenger;Seller;2102;Closed;amused-drag;Buyer
1015;5743;impressive-forever;Seller;1341;Active;;
1016;1224;regal-a;Seller;2721;Closed;flamboyant-attention;Buyer
1017;2253;hard-profit;Seller;3161;Active;;
1018;2919;tempting-education;Seller;2749;Closed;mild-simple;Buyer
1019;5178;anguished-order;Seller;4984;Closed;separate-salary;Buyer
1020;5610;mean-politics;Seller;5776;Closed;practical-character;Buyer
1021;968;silver-steal;Seller;1488;Closed;delayed-target;Buyer
1022;569;judicious-dare;Seller;2674;Closed;light-lip;Buyer
1023;3033;steel-clue;Seller;1725;Closed;upset-drag;Buyer
1024;913;light-good;Seller;2276;Active;;
1025;4669;icky-hearing;Seller;2062;Closed;substantial-trash;Buyer
1026;4168;weighty-shame;Seller;2082;Closed;hopeful-sink;Buyer
1027;4551;steel-clue;Seller;217;Active;;
1028;2451;impressive-forever;Seller;4772;Closed;unfortunate-step;Buyer
1029;3481;itchy-angle;Seller;3096;Closed;unrealistic-sky;Buyer
1030;1169;threadbare-character;Seller;1213;Closed;jolly-carry;Buyer
1031;3035;phony-idea;Seller;3543;Closed;regular-quality;Buyer
1032;3005;embellished-repeat;Seller;2346;Closed;good-inflation;Buyer
1033;5042;canine-coat;Seller;3126;Active;;
1034;2891;dopey-nobody;Seller;1389;Active;;
1035;3389;considerate-conference;Seller;3882;Closed;unhappy-politics;Buyer
1036;4000;deadly-father;Seller;1865;Active;;
1037;2751;light-lie;Seller;822;Closed;unhappy-politics;Buyer
1038;3100;pitiful-dream;Seller;3947;Closed;weepy-share;Buyer
1039;2282;silent-access;Seller;2460;Active;;
1040;1511;milky-penalty;Seller;4854;Closed;strange-responsibility;Buyer
1041;742;questionable-sympathy;Seller;3758;Closed;pointed-delivery;Buyer
1042;1030;mindless-button;Seller;2836;Active;;
1043;2419;enraged-give;Seller;1205;Closed;sturdy-climate;Buyer
1044;3477;unfit-fault;Seller;1835;Active;;
1045;5051;serene-monitor;Seller;2294;Active;;
1046;4434;embellished-repeat;Seller;4069;Closed;gregarious-exit;Buyer
1047;906;itchy-angle;Seller;1588;Closed;acidic-league;Buyer
1048;3423;grimy-catch;Seller;2986;Closed;gregarious-exit;Buyer
1049;3640;lawful-interaction;Seller;958;Closed;medium-contest;Buyer
1050;1712;bare-round;Seller;2793;Active;;
1051;4110;coordinated-opposite;Seller;1736;Active;;
1052;1241;extraneous-stick;Seller;2799;Closed;rowdy-debate;Buyer
1053;4866;ruddy-tie;Seller;1672;Active;;
1054;2845;necessary-national;Seller;3071;Closed;bubbly-convert;Buyer
1055;4379;hard-profit;Seller;4851;Closed;opulent-pension;Buyer
1056;1419;partial-telephone;Seller;3361;Closed;close-emergency;Buyer
1057;4907;tempting-education;Seller;550;Closed;extra-large-rip;Buyer
1058;430;fair-buddy;Seller;2110;Closed;white-revenue;Buyer
1059;2313;punctual-swimming;Seller;2155;Closed;stunning-maybe;Buyer
1060;3347;considerate-conference;Seller;6475;Closed;ignorant-link;Buyer
1061;876;common-private;Seller;2316;Closed;incomparable-option;Buyer
1062;5125;demanding-farmer;Seller;1304;Closed;frivolous-young;Buyer
1063;5797;thorny-resolution;Seller;1933;Closed;guilty-walk;Buyer
1064;2987;steel-clue;Seller;2888;Closed;aged-wheel;Buyer
1065;5131;dopey-nobody;Seller;5743;Closed;somber-refrigerator;Buyer
1066;663;every-discipline;Seller;5019;Closed;youthful-suggestion;Buyer
1067;5403;considerate-conference;Seller;4593;Closed;jagged-rice;Buyer
1068;555;disguised-wonder;Seller;4084;Closed;real-role;Buyer
1069;1501;thorny-resolution;Seller;1349;Closed;unique-doctor;Buyer
1070;2808;medium-class;Seller;322;Closed;reliable-juice;Buyer
1071;599;multicolored-performance;Seller;4150;Closed;ancient-relative;Buyer
1072;4805;sweet-pass;Seller;3706;Active;;
1073;1517;muffled-pause;Seller;1230;Closed;monumental-salt;Buyer
1074;146;fluffy-pizza;Seller;1854;Closed;teeming-inevitable;Buyer
1075;2205;itchy-angle;Seller;2474;Active;;
1076;1550;upset-temperature;Seller;1246;Closed;hard-parking;Buyer
1077;1590;hard-profit;Seller;1128;Active;;
1078;542;ruddy-tie;Seller;2370;Active;;
1079;1960;live-hat;Seller;2420;Active;;
1080;5826;spotless-charge;Seller;1129;Closed;slow-stupid;Buyer
1081;4732;anguished-order;Seller;1846;Active;;
1082;2317;steel-clue;Seller;6700;Closed;grimy-marriage;Buyer
1083;4132;meager-shopping;Seller;3783;Closed;demanding-affair;Buyer
1084;2490;scented-witness;Seller;2318;Closed;amused-drag;Buyer
1085;3183;grumpy-secret;Seller;1424;Closed;demanding-style;Buyer
1086;5285;past-touch;Seller;3574;Closed;studious-jump;Buyer
1087;5250;judicious-dare;Seller;1513;Closed;phony-hit;Buyer
1088;1936;pointless-guess;Seller;5864;Closed;impure-girlfriend;Buyer
1089;2816;necessary-national;Seller;5701;Closed;honest-permission;Buyer
1090;3001;absolute-craft;Seller;3457;Closed;brisk-power;Buyer
1091;5256;similar-ice;Seller;1722;Active;;
1092;3637;linear-candle;Seller;3148;Closed;muffled-psychology;Buyer
1093;4234;phony-idea;Seller;1588;Active;;
1094;3096;ruddy-tie;Seller;4472;Closed;neat-respect;Buyer
1095;3851;coordinated-opposite;Seller;2827;Active;;
1096;1972;judicious-dare;Seller;1403;Closed;useless-signal;Buyer
1097;5916;multicolored-performance;Seller;2647;Active;;
1098;4810;fuzzy-note;Seller;6662;Closed;unwelcome-advertising;Buyer
1099;3189;grumpy-secret;Seller;5401;Closed;grave-series;Buyer
1100;4286;tempting-education;Seller;3512;Closed;ruddy-local;Buyer
1101;4269;similar-ice;Seller;1714;Closed;serious-hate;Buyer
1102;2272;kooky-mail;Seller;1573;Closed;everlasting-classroom;Buyer
1103;1503;doting-bell;Seller;3693;Closed;glaring-administration;Buyer
1104;2299;steel-mail;Seller;2661;Active;;
1105;5053;focused-song;Seller;3860;Closed;flawed-repair;Buyer
1106;439;canine-coat;Seller;3030;Closed;remorseful-ticket;Buyer
1107;1064;wicked-drama;Seller;2518;Closed;motherly-heavy;Buyer
1108;4390;questionable-sympathy;Seller;4103;Closed;frivolous-luck;Buyer
1109;1043;leafy-distribution;Seller;3112;Closed;lost-street;Buyer
1110;5340;steel-clue;Seller;2430;Closed;exhausted-agreement;Buyer
1111;1534;judicious-turn;Seller;1346;Closed;bare-client;Buyer
1112;3632;incompatible-monitor;Seller;2947;Active;;
1113;634;every-discipline;Seller;2225;Closed;prestigious-plan;Buyer
1114;2102;incompatible-monitor;Seller;2138;Closed;unsightly-normal;Buyer
1115;333;light-lie;Seller;2747;Closed;distant-wing;Buyer
1116;4490;frivolous-nation;Seller;2729;Active;;
1117;5177;feminine-writing;Seller;6337;Closed;hot-police;Buyer
1118;1832;punctual-swimming;Seller;2072;Active;;
1119;5671;regular-business;Seller;5042;Active;;
1120;1913;cool-formal;Seller;2887;Closed;free-communication;Buyer
1121;2468;kindhearted-young;Seller;1851;Closed;unsightly-normal;Buyer
1122;277;kindhearted-young;Seller;3736;Closed;jolly-carry;Buyer
1123;2960;anguished-order;Seller;999;Closed;ecstatic-national;Buyer
1124;5190;itchy-angle;Seller;3448;Closed;white-mouth;Buyer
1125;1416;grim-reach;Seller;1453;Closed;impeccable-comfortable;Buyer
1126;1036;starry-passion;Seller;837;Closed;knowing-beautiful;Buyer
1127;2594;tempting-education;Seller;2469;Closed;grown-priest;Buyer
1128;877;complex-dog;Seller;3237;Closed;monthly-article;Buyer
1129;2320;wicked-drama;Seller;2321;Closed;focused-baby;Buyer
1130;4712;complex-dog;Seller;2101;Closed;royal-step;Buyer
1131;3290;icky-hearing;Seller;4249;Closed;spherical-spray;Buyer
1132;2363;muffled-pause;Seller;1695;Active;;
1133;1041;bare-round;Seller;1296;Closed;assured-estimate;Buyer
1134;595;superficial-extreme;Seller;4111;Closed;acceptable-money;Buyer
1135;4309;anguished-order;Seller;8277;Closed;stingy-cow;Buyer
1136;2396;loathsome-soft;Seller;3875;Active;;
1137;4017;hard-profit;Seller;1353;Active;;
1138;2018;serene-monitor;Seller;1119;Closed;spirited-general;Buyer
1139;82;lighthearted-remote;Seller;553;Active;;
1140;2904;favorite-movie;Seller;1721;Closed;flowery-horse;Buyer
1141;3;upset-temperature;Seller;2945;Active;;
1142;496;sweet-pass;Seller;1181;Closed;awkward-painting;Buyer
1143;5495;lawful-interaction;Seller;3013;Closed;excited-native;Buyer
1144;2243;fluffy-pizza;Seller;4926;Closed;bustling-beach;Buyer
1145;2865;hard-profit;Seller;3437;Closed;silent-piece;Buyer
1146;721;deafening-copy;Seller;721;Closed;equatorial-welcome;Buyer
1147;3678;heavenly-deposit;Seller;2106;Closed;reliable-juice;Buyer
1148;4322;everlasting-historian;Seller;3019;Closed;proper-deposit;Buyer
1149;432;partial-telephone;Seller;2251;Closed;animated-wife;Buyer
1150;1596;cool-formal;Seller;6432;Closed;circular-collar;Buyer
1151;3613;weekly-percentage;Seller;5342;Closed;traumatic-concept;Buyer
1152;1591;easy-dark;Seller;2388;Closed;whispered-screw;Buyer
1153;1995;easy-dark;Seller;3899;Active;;
1154;1417;breakable-lesson;Seller;4584;Closed;jam-packed-salary;Buyer
1155;2934;spotless-charge;Seller;4320;Closed;silent-piece;Buyer
1156;2759;subdued-air;Seller;941;Closed;early-highlight;Buyer
1157;458;expensive-funeral;Seller;955;Closed;soft-cycle;Buyer
1158;5198;steel-clue;Seller;4761;Active;;
1159;2985;questionable-sympathy;Seller;3000;Closed;clumsy-training;Buyer
1160;1398;pitiful-dream;Seller;2045;Closed;bouncy-championship;Buyer
1161;4751;left-ad;Seller;3098;Active;;
1162;571;mysterious-court;Seller;2602;Closed;weepy-share;Buyer
1163;1000;private-review;Seller;3757;Closed;knowledgeable-protection;Buyer
1164;1050;forceful-coach;Seller;1210;Closed;idiotic-oil;Buyer
1165;5645;everlasting-historian;Seller;4549;Closed;affectionate-slice;Buyer
1166;1147;silent-access;Seller;4265;Closed;prudent-night;Buyer
1167;4315;energetic-shot;Seller;1513;Active;;
1168;5251;light-lie;Seller;1781;Closed;clumsy-training;Buyer
1169;4909;phony-idea;Seller;4887;Closed;sympathetic-scale;Buyer
1170;3727;starry-passion;Seller;1612;Closed;short-term-wood;Buyer
1171;3514;yearly-society;Seller;1536;Closed;favorite-plane;Buyer
1172;5884;robust-charity;Seller;2843;Active;;
1173;5074;feminine-writing;Seller;1319;Active;;
1174;5881;rash-board;Seller;4427;Closed;phony-hit;Buyer
1175;5589;intrepid-candidate;Seller;5131;Closed;flippant-piece;Buyer
1176;5419;heavenly-deposit;Seller;2946;Closed;wary-engine;Buyer
1177;5292;icky-hearing;Seller;1158;Closed;firsthand-partner;Buyer
1178;1179;meager-shopping;Seller;307;Closed;thorough-rough;Buyer
1179;656;absolute-craft;Seller;5373;Closed;thunderous-book;Buyer
1180;3283;spotless-charge;Seller;212;Closed;normal-opening;Buyer
1181;1536;costly-tackle;Seller;3144;Closed;sniveling-buy;Buyer
1182;5182;interesting-primary;Seller;1857;Active;;
1183;649;pointless-guess;Seller;4396;Closed;round-question;Buyer
1184;586;affectionate-passenger;Seller;2735;Closed;extra-large-feature;Buyer
1185;3500;flawless-soup;Seller;3257;Closed;unhappy-heat;Buyer
1186;2124;intrepid-candidate;Seller;773;Closed;passionate-connection;Buyer
1187;5276;cool-formal;Seller;2955;Active;;
1188;3489;jolly-human;Seller;2738;Closed;puzzled-movie;Buyer
1189;2117;sweet-pass;Seller;4213;Closed;marvelous-way;Buyer
1190;4821;weekly-percentage;Seller;2896;Active;;
1191;2362;loathsome-soft;Seller;1336;Closed;subtle-general;Buyer
1192;336;every-discipline;Seller;2507;Closed;gleeful-run;Buyer
1193;3817;doting-bell;Seller;3381;Closed;venerated-return;Buyer
1194;1046;meager-shopping;Seller;4428;Closed;leafy-poet;Buyer
1195;234;common-private;Seller;2127;Active;;
1196;3130;silver-steal;Seller;3284;Closed;necessary-cheek;Buyer
1197;3665;fine-suck;Seller;1174;Closed;acidic-league;Buyer
1198;5892;serene-monitor;Seller;4009;Closed;early-highlight;Buyer
1199;1931;periodic-summer;Seller;4956;Closed;elementary-ice;Buyer
1200;1656;complex-dog;Seller;3232;Closed;windy-perspective;Buyer
1201;1115;demanding-farmer;Seller;2967;Closed;cultured-tonight;Buyer
1202;1019;gracious-nation;Seller;3831;Closed;stunning-maybe;Buyer
1203;1284;ultimate-coach;Seller;3373;Closed;submissive-reception;Buyer
1204;4923;costly-tackle;Seller;2563;Closed;wasteful-man;Buyer
1205;115;dopey-nobody;Seller;2226;Closed;precious-effect;Buyer
1206;4319;ripe-patience;Seller;1997;Closed;demanding-orange;Buyer
1207;5556;judicious-turn;Seller;2561;Closed;careless-energy;Buyer
1208;5350;phony-idea;Seller;1387;Closed;magnificent-bone;Buyer
1209;1672;aromatic-pound;Seller;4653;Closed;jumpy-pizza;Buyer
1210;2771;striking-wedding;Seller;2014;Closed;rubbery-childhood;Buyer
1211;589;constant-university;Seller;3840;Closed;forsaken-eat;Buyer
1212;629;dopey-nobody;Seller;3067;Closed;distinct-draw;Buyer
1213;2520;unrealistic-item;Seller;1784;Closed;detailed-fishing;Buyer
1214;4451;whole-initial;Seller;1342;Closed;rash-white;Buyer
1215;3502;tempting-education;Seller;3121;Closed;pale-thing;Buyer
1216;5194;silver-steal;Seller;3653;Closed;liquid-landscape;Buyer
1217;5890;focused-song;Seller;3916;Closed;light-lip;Buyer
1218;5879;expensive-funeral;Seller;2182;Closed;extroverted-philosophy;Buyer
1219;577;feminine-writing;Seller;2411;Closed;gigantic-guidance;Buyer
1220;4278;pitiful-dream;Seller;1965;Active;;
1221;4092;kindhearted-young;Seller;1273;Closed;loud-link;Buyer
1222;4670;serene-monitor;Seller;876;Closed;monumental-salt;Buyer
1223;3537;superficial-extreme;Seller;5202;Closed;noisy-increase;Buyer
1224;2651;leafy-distribution;Seller;1103;Active;;
1225;4945;bare-round;Seller;3980;Closed;sweltering-quarter;Buyer
1226;4682;shocked-specialist;Seller;5822;Closed;creamy-external;Buyer
1227;1704;fuzzy-note;Seller;890;Closed;kindly-freedom;Buyer
1228;856;scented-witness;Seller;3036;Closed;oblong-method;Buyer
1229;3421;striped-job;Seller;2804;Closed;light-lip;Buyer
1230;4228;flawless-soup;Seller;1537;Closed;gleeful-run;Buyer
1231;2462;favorite-movie;Seller;1878;Active;;
1232;5098;bare-round;Seller;3829;Closed;enchanting-remove;Buyer
1233;2754;flawless-soup;Seller;3141;Closed;snappy-assistant;Buyer
1234;727;grimy-catch;Seller;6419;Closed;corny-television;Buyer
1235;2918;common-private;Seller;1683;Closed;lanky-screw;Buyer
1236;1348;coordinated-opposite;Seller;3655;Closed;earnest-specialist;Buyer
1237;2558;this-priority;Seller;1454;Closed;arid-crack;Buyer
1238;3674;breakable-lesson;Seller;2393;Closed;noteworthy-band;Buyer
1239;5456;mean-politics;Seller;3284;Active;;
1240;3019;mysterious-court;Seller;3880;Closed;knowing-beautiful;Buyer
1241;3575;unnatural-book;Seller;6558;Closed;gigantic-guidance;Buyer
